client_id,tenure_months,policy_value_gbp,renewal_date
CLI00483,36,3447.75,2025-09-26 12:25:51.617646
CLI00484,57,3494.05,2026-06-21 12:25:51.617646
CLI00485,34,2633.28,2025-09-30 12:25:51.617646
CLI00486,52,2197.56,2025-09-06 12:25:51.617646
CLI00487,9,5183.23,2026-07-30 12:25:51.617646
CLI00488,10,5152.48,2026-05-24 12:25:51.617646
CLI00489,67,1639.73,2026-06-23 12:25:51.617646
CLI00490,59,2901.32,2025-10-18 12:25:51.617646
CLI00491,69,1250.05,2026-10-17 12:25:51.617646
CLI00492,61,1558.53,2026-02-19 12:25:51.617646
CLI00493,74,2324.04,2025-09-30 12:25:51.617646
CLI00494,56,1794.76,2025-09-28 12:25:51.617646
CLI00495,69,1076.03,2026-09-21 12:25:51.617646
CLI00496,53,1113.92,2026-02-28 12:25:51.617646
CLI00497,10,1114.31,2026-05-14 12:25:51.617646
CLI00498,36,1019.17,2026-01-14 12:25:51.617646
CLI00499,37,471.74,2026-09-19 12:25:51.617646
CLI00500,80,2368.7,2026-07-19 12:25:51.617646
