client_id,ticket_date,ticket_type,resolved_within_sla
CLI00255,2026-06-14 12:25:51.617646,policy_change,True
CLI00255,2026-05-31 12:25:51.617646,general,False
CLI00255,2026-06-15 12:25:51.617646,policy_change,False
CLI00255,2026-04-20 12:25:51.617646,complaint,True
CLI00257,2026-04-08 12:25:51.617646,policy_change,True
CLI00257,2026-06-19 12:25:51.617646,complaint,False
CLI00257,2026-02-17 12:25:51.617646,billing,True
CLI00260,2026-04-24 12:25:51.617646,claim_query,True
CLI00260,2026-03-07 12:25:51.617646,policy_change,True
CLI00261,2026-03-19 12:25:51.617646,claim_query,True
CLI00262,2026-02-26 12:25:51.617646,general,True
CLI00263,2026-04-02 12:25:51.617646,billing,True
CLI00263,2026-05-21 12:25:51.617646,complaint,True
CLI00263,2026-07-06 12:25:51.617646,general,True
CLI00263,2026-05-15 12:25:51.617646,general,False
CLI00263,2026-05-04 12:25:51.617646,billing,False
CLI00263,2026-07-20 12:25:51.617646,policy_change,False
CLI00263,2026-05-04 12:25:51.617646,complaint,True
CLI00263,2026-02-27 12:25:51.617646,general,True
CLI00263,2026-07-10 12:25:51.617646,general,True
CLI00263,2026-02-05 12:25:51.617646,claim_query,True
CLI00263,2026-07-10 12:25:51.617646,claim_query,False
CLI00263,2026-05-30 12:25:51.617646,policy_change,True
CLI00265,2025-11-11 12:25:51.617646,billing,True
CLI00268,2026-06-22 12:25:51.617646,general,True
CLI00270,2026-06-05 12:25:51.617646,claim_query,True
CLI00274,2026-02-25 12:25:51.617646,policy_change,True
CLI00277,2025-12-25 12:25:51.617646,claim_query,True
CLI00282,2026-06-26 12:25:51.617646,complaint,True
CLI00282,2026-02-14 12:25:51.617646,claim_query,True
CLI00283,2025-08-14 12:25:51.617646,general,True
CLI00283,2026-04-29 12:25:51.617646,billing,False
CLI00283,2025-11-05 12:25:51.617646,complaint,True
CLI00284,2026-03-27 12:25:51.617646,billing,True
CLI00284,2026-07-03 12:25:51.617646,policy_change,False
CLI00284,2026-07-09 12:25:51.617646,claim_query,True
CLI00284,2026-05-04 12:25:51.617646,policy_change,True
CLI00284,2026-05-16 12:25:51.617646,billing,False
CLI00284,2026-04-15 12:25:51.617646,complaint,False
CLI00284,2026-05-06 12:25:51.617646,billing,True
CLI00284,2026-05-02 12:25:51.617646,claim_query,True
CLI00286,2026-05-08 12:25:51.617646,billing,False
CLI00286,2026-06-16 12:25:51.617646,general,False
CLI00286,2026-07-14 12:25:51.617646,complaint,False
CLI00286,2026-05-26 12:25:51.617646,claim_query,False
CLI00286,2026-03-10 12:25:51.617646,claim_query,False
CLI00286,2026-06-07 12:25:51.617646,claim_query,False
CLI00286,2026-07-16 12:25:51.617646,complaint,True
CLI00287,2025-12-27 12:25:51.617646,general,True
CLI00287,2025-10-06 12:25:51.617646,policy_change,True
CLI00287,2026-05-03 12:25:51.617646,policy_change,True
CLI00291,2026-07-19 12:25:51.617646,policy_change,True
CLI00291,2026-03-16 12:25:51.617646,general,True
CLI00291,2026-07-03 12:25:51.617646,policy_change,True
CLI00291,2026-02-28 12:25:51.617646,billing,True
CLI00291,2026-04-22 12:25:51.617646,general,True
CLI00291,2026-05-27 12:25:51.617646,billing,True
CLI00292,2026-04-25 12:25:51.617646,complaint,True
CLI00292,2026-06-28 12:25:51.617646,policy_change,False
CLI00292,2026-07-12 12:25:51.617646,billing,False
CLI00292,2026-07-08 12:25:51.617646,claim_query,False
CLI00292,2026-02-15 12:25:51.617646,claim_query,True
CLI00292,2026-05-15 12:25:51.617646,complaint,True
CLI00292,2026-01-14 12:25:51.617646,policy_change,False
CLI00292,2026-06-19 12:25:51.617646,general,True
CLI00294,2025-11-25 12:25:51.617646,general,True
CLI00294,2026-06-12 12:25:51.617646,policy_change,True
CLI00294,2025-10-09 12:25:51.617646,complaint,True
CLI00295,2026-04-12 12:25:51.617646,policy_change,True
CLI00295,2026-05-15 12:25:51.617646,policy_change,True
CLI00295,2026-03-25 12:25:51.617646,complaint,False
CLI00295,2026-05-02 12:25:51.617646,claim_query,True
CLI00297,2026-07-08 12:25:51.617646,billing,True
CLI00297,2026-01-19 12:25:51.617646,general,True
CLI00297,2026-04-12 12:25:51.617646,claim_query,True
CLI00300,2026-04-23 12:25:51.617646,claim_query,False
CLI00300,2026-04-25 12:25:51.617646,billing,True
CLI00300,2026-07-05 12:25:51.617646,claim_query,True
CLI00300,2026-04-19 12:25:51.617646,general,False
CLI00300,2026-05-13 12:25:51.617646,policy_change,True
CLI00300,2026-06-08 12:25:51.617646,complaint,True
CLI00300,2026-06-12 12:25:51.617646,billing,True
CLI00300,2026-06-28 12:25:51.617646,billing,True
CLI00300,2026-06-07 12:25:51.617646,policy_change,True
CLI00301,2026-04-16 12:25:51.617646,billing,True
CLI00301,2026-06-10 12:25:51.617646,billing,True
CLI00301,2026-06-05 12:25:51.617646,claim_query,False
CLI00301,2026-07-08 12:25:51.617646,claim_query,True
CLI00301,2026-06-19 12:25:51.617646,general,False
CLI00301,2026-05-24 12:25:51.617646,complaint,True
CLI00301,2026-05-29 12:25:51.617646,policy_change,True
CLI00301,2026-06-28 12:25:51.617646,billing,True
CLI00304,2025-08-11 12:25:51.617646,complaint,True
CLI00310,2026-02-12 12:25:51.617646,general,True
CLI00311,2025-12-29 12:25:51.617646,complaint,True
CLI00311,2025-08-21 12:25:51.617646,policy_change,True
CLI00311,2026-07-09 12:25:51.617646,complaint,True
CLI00312,2026-04-29 12:25:51.617646,billing,True
CLI00312,2026-03-03 12:25:51.617646,complaint,False
CLI00312,2026-06-19 12:25:51.617646,complaint,True
CLI00312,2026-03-28 12:25:51.617646,billing,True
CLI00313,2026-02-07 12:25:51.617646,general,True
CLI00313,2026-05-20 12:25:51.617646,billing,False
CLI00313,2026-06-23 12:25:51.617646,complaint,True
CLI00313,2026-06-13 12:25:51.617646,complaint,False
CLI00313,2026-05-19 12:25:51.617646,billing,False
CLI00313,2026-03-10 12:25:51.617646,policy_change,True
CLI00314,2025-08-19 12:25:51.617646,claim_query,True
CLI00315,2026-02-08 12:25:51.617646,billing,True
CLI00317,2026-05-13 12:25:51.617646,complaint,True
CLI00318,2026-04-18 12:25:51.617646,policy_change,False
CLI00318,2026-04-18 12:25:51.617646,general,True
CLI00318,2026-04-16 12:25:51.617646,claim_query,False
CLI00318,2026-05-06 12:25:51.617646,claim_query,True
CLI00319,2026-01-24 12:25:51.617646,complaint,True
CLI00319,2026-02-19 12:25:51.617646,policy_change,True
CLI00319,2026-07-14 12:25:51.617646,general,True
CLI00319,2026-03-19 12:25:51.617646,policy_change,True
CLI00319,2026-03-20 12:25:51.617646,policy_change,False
CLI00319,2026-07-11 12:25:51.617646,complaint,False
CLI00319,2026-02-03 12:25:51.617646,billing,True
CLI00319,2026-05-17 12:25:51.617646,general,True
CLI00319,2026-06-07 12:25:51.617646,complaint,True
CLI00320,2026-02-03 12:25:51.617646,general,True
CLI00320,2025-10-09 12:25:51.617646,claim_query,True
CLI00322,2026-06-23 12:25:51.617646,general,True
CLI00322,2025-10-25 12:25:51.617646,claim_query,True
CLI00324,2026-01-12 12:25:51.617646,general,True
CLI00325,2025-11-06 12:25:51.617646,billing,True
CLI00329,2026-04-27 12:25:51.617646,complaint,True
CLI00331,2025-10-26 12:25:51.617646,complaint,True
CLI00331,2026-02-09 12:25:51.617646,billing,True
CLI00331,2025-10-09 12:25:51.617646,general,True
CLI00331,2025-09-14 12:25:51.617646,claim_query,True
CLI00333,2026-06-06 12:25:51.617646,general,True
CLI00333,2026-07-10 12:25:51.617646,billing,True
CLI00333,2026-07-21 12:25:51.617646,billing,False
CLI00333,2026-03-21 12:25:51.617646,policy_change,False
CLI00334,2026-06-01 12:25:51.617646,claim_query,True
CLI00334,2026-06-21 12:25:51.617646,complaint,True
CLI00334,2026-07-18 12:25:51.617646,claim_query,True
CLI00334,2026-06-24 12:25:51.617646,general,True
CLI00335,2026-02-22 12:25:51.617646,billing,True
CLI00335,2026-06-26 12:25:51.617646,claim_query,False
CLI00336,2026-07-11 12:25:51.617646,complaint,True
CLI00336,2026-01-25 12:25:51.617646,billing,True
CLI00336,2026-03-27 12:25:51.617646,general,True
CLI00336,2026-01-23 12:25:51.617646,billing,True
CLI00336,2026-05-18 12:25:51.617646,billing,True
CLI00336,2026-07-02 12:25:51.617646,claim_query,False
CLI00336,2026-04-23 12:25:51.617646,billing,True
CLI00338,2025-08-22 12:25:51.617646,policy_change,True
CLI00339,2026-05-20 12:25:51.617646,billing,True
CLI00340,2026-07-15 12:25:51.617646,claim_query,True
CLI00340,2026-05-03 12:25:51.617646,complaint,True
CLI00341,2025-09-09 12:25:51.617646,complaint,True
CLI00341,2025-12-11 12:25:51.617646,complaint,True
CLI00341,2026-06-09 12:25:51.617646,general,True
CLI00341,2026-06-23 12:25:51.617646,claim_query,True
CLI00342,2026-04-06 12:25:51.617646,policy_change,True
CLI00342,2025-12-12 12:25:51.617646,policy_change,True
CLI00342,2026-05-01 12:25:51.617646,billing,False
CLI00343,2026-02-01 12:25:51.617646,billing,False
CLI00343,2026-05-19 12:25:51.617646,billing,True
CLI00343,2026-03-07 12:25:51.617646,general,False
CLI00343,2026-04-03 12:25:51.617646,policy_change,True
CLI00343,2026-05-22 12:25:51.617646,general,False
CLI00343,2026-07-05 12:25:51.617646,complaint,True
CLI00343,2026-07-10 12:25:51.617646,policy_change,True
CLI00343,2026-06-01 12:25:51.617646,policy_change,True
CLI00344,2025-08-15 12:25:51.617646,billing,True
CLI00344,2025-10-07 12:25:51.617646,complaint,True
CLI00347,2026-05-26 12:25:51.617646,claim_query,True
CLI00348,2026-07-08 12:25:51.617646,complaint,True
CLI00348,2026-02-11 12:25:51.617646,claim_query,False
CLI00348,2026-02-02 12:25:51.617646,general,False
CLI00348,2026-06-01 12:25:51.617646,claim_query,True
CLI00349,2026-03-08 12:25:51.617646,policy_change,True
CLI00349,2025-09-07 12:25:51.617646,complaint,True
CLI00350,2025-08-23 12:25:51.617646,billing,True
CLI00351,2026-07-10 12:25:51.617646,policy_change,True
CLI00354,2026-03-12 12:25:51.617646,billing,True
CLI00354,2026-03-16 12:25:51.617646,complaint,True
CLI00354,2026-06-18 12:25:51.617646,billing,True
CLI00354,2026-05-25 12:25:51.617646,claim_query,True
CLI00354,2026-04-21 12:25:51.617646,claim_query,False
CLI00354,2026-06-29 12:25:51.617646,policy_change,False
CLI00354,2026-07-01 12:25:51.617646,claim_query,True
CLI00355,2026-02-24 12:25:51.617646,claim_query,True
CLI00355,2026-02-21 12:25:51.617646,claim_query,True
CLI00355,2026-03-24 12:25:51.617646,billing,False
CLI00357,2026-04-17 12:25:51.617646,billing,True
CLI00357,2026-03-09 12:25:51.617646,complaint,True
CLI00357,2026-04-13 12:25:51.617646,policy_change,True
CLI00357,2026-05-27 12:25:51.617646,general,True
CLI00358,2025-10-06 12:25:51.617646,general,True
CLI00361,2025-11-30 12:25:51.617646,billing,True
CLI00361,2025-12-29 12:25:51.617646,policy_change,True
CLI00361,2025-12-15 12:25:51.617646,claim_query,True
CLI00361,2025-12-12 12:25:51.617646,general,False
CLI00362,2026-03-29 12:25:51.617646,policy_change,True
CLI00363,2026-03-13 12:25:51.617646,claim_query,True
CLI00363,2025-08-04 12:25:51.617646,general,True
CLI00363,2025-09-22 12:25:51.617646,policy_change,True
CLI00364,2025-11-11 12:25:51.617646,billing,True
CLI00365,2026-07-06 12:25:51.617646,billing,True
CLI00365,2025-11-08 12:25:51.617646,complaint,True
CLI00366,2026-01-14 12:25:51.617646,claim_query,True
CLI00366,2026-01-21 12:25:51.617646,general,True
CLI00369,2026-07-18 12:25:51.617646,complaint,False
CLI00369,2026-04-01 12:25:51.617646,billing,True
CLI00369,2026-03-31 12:25:51.617646,claim_query,True
CLI00369,2026-05-07 12:25:51.617646,claim_query,True
CLI00369,2026-01-24 12:25:51.617646,general,True
CLI00369,2026-05-29 12:25:51.617646,policy_change,True
CLI00369,2026-06-26 12:25:51.617646,billing,True
CLI00369,2026-07-13 12:25:51.617646,billing,True
CLI00369,2026-02-05 12:25:51.617646,policy_change,True
CLI00369,2026-06-17 12:25:51.617646,complaint,False
CLI00369,2026-07-16 12:25:51.617646,complaint,True
CLI00369,2026-06-12 12:25:51.617646,general,True
CLI00370,2026-05-29 12:25:51.617646,billing,True
CLI00370,2026-06-22 12:25:51.617646,billing,True
CLI00371,2026-06-24 12:25:51.617646,complaint,False
CLI00371,2026-03-29 12:25:51.617646,complaint,True
CLI00371,2026-07-07 12:25:51.617646,complaint,True
CLI00372,2026-01-23 12:25:51.617646,claim_query,True
CLI00372,2026-05-14 12:25:51.617646,general,True
CLI00372,2026-07-06 12:25:51.617646,billing,True
CLI00372,2026-07-14 12:25:51.617646,claim_query,True
CLI00372,2026-06-16 12:25:51.617646,claim_query,True
CLI00372,2026-04-25 12:25:51.617646,general,True
CLI00372,2026-07-05 12:25:51.617646,general,True
CLI00372,2026-04-19 12:25:51.617646,billing,False
CLI00373,2026-04-06 12:25:51.617646,general,True
CLI00373,2026-06-13 12:25:51.617646,billing,True
CLI00373,2026-03-24 12:25:51.617646,billing,True
CLI00373,2026-04-07 12:25:51.617646,policy_change,True
CLI00375,2026-06-22 12:25:51.617646,general,True
CLI00375,2026-05-24 12:25:51.617646,claim_query,True
CLI00375,2026-03-16 12:25:51.617646,general,True
CLI00375,2026-07-19 12:25:51.617646,policy_change,True
CLI00375,2026-04-30 12:25:51.617646,policy_change,True
CLI00375,2026-03-15 12:25:51.617646,claim_query,False
CLI00378,2026-03-27 12:25:51.617646,complaint,False
CLI00378,2026-05-19 12:25:51.617646,complaint,False
CLI00378,2026-06-30 12:25:51.617646,billing,True
CLI00378,2026-06-29 12:25:51.617646,policy_change,False
CLI00378,2026-06-19 12:25:51.617646,policy_change,True
CLI00378,2026-04-23 12:25:51.617646,policy_change,True
CLI00378,2026-07-15 12:25:51.617646,complaint,True
CLI00379,2025-10-21 12:25:51.617646,billing,True
CLI00379,2025-08-29 12:25:51.617646,general,True
CLI00380,2025-09-07 12:25:51.617646,general,True
CLI00380,2026-04-06 12:25:51.617646,complaint,True
CLI00380,2025-12-21 12:25:51.617646,policy_change,True
CLI00380,2025-10-06 12:25:51.617646,billing,False
CLI00381,2026-07-11 12:25:51.617646,general,True
CLI00381,2026-05-31 12:25:51.617646,complaint,True
CLI00381,2026-03-18 12:25:51.617646,policy_change,True
CLI00381,2026-03-28 12:25:51.617646,claim_query,True
CLI00381,2026-05-21 12:25:51.617646,policy_change,True
CLI00381,2026-04-25 12:25:51.617646,billing,True
CLI00381,2026-03-26 12:25:51.617646,policy_change,True
CLI00385,2025-11-14 12:25:51.617646,policy_change,True
CLI00387,2025-11-17 12:25:51.617646,claim_query,True
CLI00387,2026-02-22 12:25:51.617646,claim_query,True
CLI00387,2025-09-09 12:25:51.617646,policy_change,True
CLI00388,2026-02-25 12:25:51.617646,complaint,True
CLI00388,2026-03-19 12:25:51.617646,general,False
CLI00388,2026-05-25 12:25:51.617646,policy_change,False
CLI00388,2026-05-21 12:25:51.617646,policy_change,True
CLI00388,2026-04-10 12:25:51.617646,general,False
CLI00389,2026-07-01 12:25:51.617646,policy_change,True
CLI00389,2025-09-06 12:25:51.617646,general,True
CLI00390,2026-04-30 12:25:51.617646,complaint,True
CLI00390,2025-11-09 12:25:51.617646,general,True
CLI00391,2026-05-20 12:25:51.617646,claim_query,True
CLI00391,2026-02-28 12:25:51.617646,general,False
CLI00391,2025-08-16 12:25:51.617646,policy_change,True
CLI00393,2025-12-23 12:25:51.617646,billing,True
CLI00395,2025-11-17 12:25:51.617646,claim_query,True
CLI00397,2025-09-29 12:25:51.617646,billing,True
CLI00398,2025-09-29 12:25:51.617646,general,True
CLI00398,2025-12-04 12:25:51.617646,policy_change,True
CLI00399,2026-01-04 12:25:51.617646,claim_query,True
CLI00399,2026-05-15 12:25:51.617646,complaint,True
CLI00399,2025-10-29 12:25:51.617646,claim_query,True
CLI00399,2025-09-24 12:25:51.617646,policy_change,False
CLI00399,2025-09-23 12:25:51.617646,policy_change,True
CLI00400,2025-08-16 12:25:51.617646,claim_query,True
CLI00401,2026-05-21 12:25:51.617646,general,False
CLI00401,2026-06-01 12:25:51.617646,general,True
CLI00401,2026-01-30 12:25:51.617646,claim_query,True
CLI00401,2026-05-27 12:25:51.617646,complaint,True
CLI00401,2026-05-22 12:25:51.617646,general,True
CLI00401,2026-04-03 12:25:51.617646,policy_change,True
CLI00401,2026-03-14 12:25:51.617646,billing,True
CLI00401,2026-07-13 12:25:51.617646,complaint,True
CLI00401,2026-05-07 12:25:51.617646,claim_query,False
CLI00403,2026-04-22 12:25:51.617646,complaint,True
CLI00404,2025-08-19 12:25:51.617646,billing,True
CLI00405,2026-03-11 12:25:51.617646,claim_query,True
CLI00407,2025-12-17 12:25:51.617646,general,True
CLI00407,2025-12-15 12:25:51.617646,claim_query,True
CLI00407,2025-10-17 12:25:51.617646,billing,True
CLI00407,2025-12-09 12:25:51.617646,claim_query,True
CLI00408,2026-03-07 12:25:51.617646,general,False
CLI00408,2026-07-21 12:25:51.617646,billing,True
CLI00408,2026-06-22 12:25:51.617646,general,True
CLI00408,2026-02-04 12:25:51.617646,policy_change,True
CLI00409,2026-03-13 12:25:51.617646,general,True
CLI00410,2026-04-28 12:25:51.617646,claim_query,True
CLI00410,2026-04-18 12:25:51.617646,billing,True
CLI00411,2025-11-03 12:25:51.617646,policy_change,True
CLI00411,2026-02-06 12:25:51.617646,complaint,True
CLI00411,2026-02-06 12:25:51.617646,claim_query,True
CLI00411,2026-05-06 12:25:51.617646,billing,True
CLI00415,2025-07-24 12:25:51.617646,claim_query,True
CLI00416,2025-09-18 12:25:51.617646,policy_change,True
CLI00416,2026-02-24 12:25:51.617646,billing,True
CLI00416,2026-07-17 12:25:51.617646,policy_change,True
CLI00416,2026-01-10 12:25:51.617646,complaint,True
CLI00417,2026-02-10 12:25:51.617646,claim_query,True
CLI00417,2026-01-15 12:25:51.617646,claim_query,False
CLI00418,2026-05-10 12:25:51.617646,complaint,True
CLI00418,2026-04-16 12:25:51.617646,billing,True
CLI00419,2026-02-22 12:25:51.617646,claim_query,True
CLI00420,2025-10-23 12:25:51.617646,billing,True
CLI00423,2026-04-05 12:25:51.617646,policy_change,False
CLI00423,2026-06-20 12:25:51.617646,complaint,True
CLI00423,2026-04-12 12:25:51.617646,billing,True
CLI00423,2026-07-03 12:25:51.617646,complaint,True
CLI00424,2025-09-04 12:25:51.617646,claim_query,True
CLI00425,2026-03-06 12:25:51.617646,billing,True
CLI00425,2026-05-17 12:25:51.617646,claim_query,True
CLI00425,2026-06-29 12:25:51.617646,claim_query,False
CLI00425,2026-05-19 12:25:51.617646,claim_query,True
CLI00427,2026-05-18 12:25:51.617646,complaint,True
CLI00427,2026-07-01 12:25:51.617646,claim_query,True
CLI00427,2026-02-02 12:25:51.617646,complaint,True
CLI00429,2026-02-28 12:25:51.617646,general,True
CLI00430,2026-06-23 12:25:51.617646,policy_change,False
CLI00430,2026-03-23 12:25:51.617646,complaint,False
CLI00430,2026-06-24 12:25:51.617646,general,True
CLI00430,2025-12-30 12:25:51.617646,complaint,True
CLI00430,2026-07-19 12:25:51.617646,policy_change,True
CLI00430,2026-06-18 12:25:51.617646,complaint,True
CLI00431,2026-04-07 12:25:51.617646,billing,True
CLI00431,2026-06-14 12:25:51.617646,billing,True
CLI00431,2026-07-21 12:25:51.617646,complaint,False
CLI00431,2026-05-03 12:25:51.617646,complaint,True
CLI00431,2026-02-12 12:25:51.617646,complaint,True
CLI00431,2026-07-08 12:25:51.617646,general,True
CLI00431,2026-04-26 12:25:51.617646,policy_change,True
CLI00432,2026-05-07 12:25:51.617646,general,True
CLI00433,2026-04-17 12:25:51.617646,billing,True
CLI00433,2026-04-06 12:25:51.617646,general,True
CLI00434,2026-07-21 12:25:51.617646,claim_query,True
CLI00434,2026-03-28 12:25:51.617646,billing,False
CLI00434,2026-06-15 12:25:51.617646,policy_change,False
CLI00434,2026-05-31 12:25:51.617646,complaint,True
CLI00435,2026-03-17 12:25:51.617646,billing,False
CLI00436,2025-08-17 12:25:51.617646,billing,True
CLI00436,2026-01-24 12:25:51.617646,general,True
CLI00437,2026-05-15 12:25:51.617646,complaint,True
CLI00437,2026-05-21 12:25:51.617646,billing,True
CLI00437,2026-07-10 12:25:51.617646,general,True
CLI00437,2026-07-15 12:25:51.617646,general,False
CLI00437,2026-05-08 12:25:51.617646,claim_query,True
CLI00437,2026-02-07 12:25:51.617646,complaint,True
CLI00437,2026-06-19 12:25:51.617646,complaint,True
CLI00438,2026-02-25 12:25:51.617646,claim_query,True
CLI00440,2026-04-01 12:25:51.617646,general,True
CLI00440,2026-06-21 12:25:51.617646,policy_change,True
CLI00441,2026-05-19 12:25:51.617646,general,True
CLI00441,2026-04-25 12:25:51.617646,general,True
CLI00441,2026-03-26 12:25:51.617646,claim_query,False
CLI00441,2026-04-26 12:25:51.617646,general,True
CLI00441,2026-06-05 12:25:51.617646,complaint,True
CLI00441,2026-05-21 12:25:51.617646,general,True
CLI00441,2026-01-08 12:25:51.617646,billing,False
CLI00441,2026-06-27 12:25:51.617646,policy_change,True
CLI00441,2026-02-26 12:25:51.617646,policy_change,True
CLI00441,2026-05-02 12:25:51.617646,general,True
CLI00441,2026-07-11 12:25:51.617646,claim_query,True
CLI00441,2026-06-30 12:25:51.617646,claim_query,False
CLI00441,2026-06-08 12:25:51.617646,billing,True
CLI00441,2026-03-04 12:25:51.617646,complaint,True
CLI00442,2026-05-01 12:25:51.617646,general,True
CLI00443,2025-10-07 12:25:51.617646,claim_query,True
CLI00443,2026-04-07 12:25:51.617646,complaint,False
CLI00444,2025-10-09 12:25:51.617646,billing,True
CLI00444,2025-10-16 12:25:51.617646,policy_change,True
CLI00444,2025-09-10 12:25:51.617646,claim_query,True
CLI00444,2026-03-29 12:25:51.617646,complaint,True
CLI00444,2026-01-25 12:25:51.617646,billing,True
CLI00444,2026-01-15 12:25:51.617646,complaint,True
CLI00444,2026-06-14 12:25:51.617646,claim_query,True
CLI00445,2025-11-10 12:25:51.617646,complaint,True
CLI00446,2025-11-08 12:25:51.617646,claim_query,True
CLI00446,2025-09-24 12:25:51.617646,general,True
CLI00449,2025-11-18 12:25:51.617646,billing,True
CLI00449,2026-03-01 12:25:51.617646,billing,False
CLI00450,2026-06-03 12:25:51.617646,claim_query,True
CLI00450,2026-06-04 12:25:51.617646,claim_query,True
CLI00450,2026-03-19 12:25:51.617646,billing,True
CLI00450,2026-04-17 12:25:51.617646,general,True
CLI00451,2026-04-25 12:25:51.617646,complaint,True
CLI00452,2026-07-09 12:25:51.617646,claim_query,False
CLI00453,2026-03-21 12:25:51.617646,complaint,False
CLI00453,2025-10-23 12:25:51.617646,claim_query,True
CLI00453,2026-01-30 12:25:51.617646,general,False
CLI00454,2026-05-11 12:25:51.617646,billing,True
CLI00455,2026-03-18 12:25:51.617646,policy_change,False
CLI00455,2026-07-07 12:25:51.617646,billing,False
CLI00455,2026-04-18 12:25:51.617646,claim_query,True
CLI00455,2026-05-29 12:25:51.617646,claim_query,False
CLI00456,2026-01-03 12:25:51.617646,policy_change,True
CLI00456,2025-12-30 12:25:51.617646,billing,True
CLI00457,2026-07-14 12:25:51.617646,general,True
CLI00457,2026-05-08 12:25:51.617646,complaint,True
CLI00457,2026-04-23 12:25:51.617646,billing,True
CLI00457,2026-04-16 12:25:51.617646,policy_change,False
CLI00457,2026-06-20 12:25:51.617646,policy_change,True
CLI00457,2026-05-17 12:25:51.617646,billing,True
CLI00457,2026-02-28 12:25:51.617646,complaint,True
CLI00457,2026-06-09 12:25:51.617646,claim_query,True
CLI00458,2026-05-15 12:25:51.617646,policy_change,True
CLI00458,2025-11-03 12:25:51.617646,general,True
CLI00459,2026-04-11 12:25:51.617646,billing,True
CLI00459,2026-07-08 12:25:51.617646,claim_query,True
CLI00459,2026-02-22 12:25:51.617646,billing,True
CLI00459,2026-04-28 12:25:51.617646,policy_change,True
CLI00459,2026-06-24 12:25:51.617646,general,True
CLI00459,2026-03-20 12:25:51.617646,policy_change,True
CLI00460,2026-07-02 12:25:51.617646,policy_change,True
CLI00460,2026-03-22 12:25:51.617646,complaint,False
CLI00460,2026-04-29 12:25:51.617646,billing,True
CLI00460,2026-02-10 12:25:51.617646,policy_change,True
CLI00461,2026-06-05 12:25:51.617646,complaint,True
CLI00461,2026-07-13 12:25:51.617646,general,True
CLI00461,2026-04-15 12:25:51.617646,complaint,True
CLI00461,2026-04-09 12:25:51.617646,policy_change,True
CLI00462,2026-01-05 12:25:51.617646,policy_change,True
CLI00464,2026-01-20 12:25:51.617646,policy_change,True
CLI00466,2025-11-23 12:25:51.617646,general,True
CLI00466,2026-05-03 12:25:51.617646,complaint,True
CLI00466,2026-04-16 12:25:51.617646,billing,True
CLI00466,2025-11-08 12:25:51.617646,complaint,False
CLI00467,2025-10-13 12:25:51.617646,billing,True
CLI00468,2026-01-02 12:25:51.617646,complaint,False
CLI00468,2026-06-04 12:25:51.617646,policy_change,True
CLI00468,2026-02-09 12:25:51.617646,general,True
CLI00469,2026-04-28 12:25:51.617646,policy_change,True
CLI00471,2026-07-21 12:25:51.617646,billing,False
CLI00471,2026-07-04 12:25:51.617646,general,True
CLI00471,2026-06-12 12:25:51.617646,policy_change,True
CLI00471,2026-01-26 12:25:51.617646,complaint,False
CLI00471,2026-02-11 12:25:51.617646,general,True
CLI00471,2026-07-09 12:25:51.617646,general,True
CLI00471,2026-06-24 12:25:51.617646,policy_change,False
CLI00471,2026-05-21 12:25:51.617646,general,True
CLI00471,2026-05-28 12:25:51.617646,billing,True
CLI00471,2026-05-29 12:25:51.617646,claim_query,False
CLI00473,2026-05-17 12:25:51.617646,policy_change,False
CLI00473,2026-06-01 12:25:51.617646,complaint,True
CLI00473,2026-01-29 12:25:51.617646,claim_query,False
CLI00473,2026-04-08 12:25:51.617646,claim_query,False
CLI00473,2026-06-16 12:25:51.617646,billing,False
CLI00473,2026-01-14 12:25:51.617646,complaint,True
CLI00473,2026-03-30 12:25:51.617646,policy_change,False
CLI00473,2026-03-13 12:25:51.617646,complaint,True
CLI00473,2026-03-17 12:25:51.617646,claim_query,True
CLI00474,2025-08-13 12:25:51.617646,billing,True
CLI00474,2026-05-17 12:25:51.617646,complaint,True
CLI00476,2026-05-20 12:25:51.617646,billing,True
CLI00477,2026-05-11 12:25:51.617646,policy_change,True
CLI00477,2026-05-10 12:25:51.617646,policy_change,False
CLI00477,2026-07-04 12:25:51.617646,claim_query,True
CLI00477,2026-02-04 12:25:51.617646,claim_query,True
CLI00477,2026-06-21 12:25:51.617646,policy_change,True
CLI00477,2026-04-30 12:25:51.617646,billing,True
CLI00477,2026-07-13 12:25:51.617646,claim_query,True
CLI00479,2025-10-15 12:25:51.617646,general,True
CLI00479,2025-12-16 12:25:51.617646,claim_query,True
CLI00479,2025-10-17 12:25:51.617646,billing,True
CLI00480,2026-01-09 12:25:51.617646,general,True
CLI00483,2026-03-03 12:25:51.617646,policy_change,True
CLI00483,2025-10-13 12:25:51.617646,billing,True
CLI00483,2025-10-18 12:25:51.617646,policy_change,True
CLI00483,2025-10-09 12:25:51.617646,policy_change,True
CLI00483,2025-09-02 12:25:51.617646,claim_query,True
CLI00484,2026-01-24 12:25:51.617646,billing,True
CLI00484,2025-08-28 12:25:51.617646,claim_query,True
CLI00485,2025-11-21 12:25:51.617646,billing,True
CLI00487,2026-02-02 12:25:51.617646,general,True
CLI00487,2026-05-19 12:25:51.617646,general,True
CLI00487,2026-07-17 12:25:51.617646,policy_change,True
CLI00487,2026-05-03 12:25:51.617646,claim_query,True
CLI00487,2026-05-10 12:25:51.617646,complaint,True
CLI00487,2026-06-25 12:25:51.617646,claim_query,False
